file x_varaible slope intercept r_value p_value std_err
../server_characterization_data/xapian/xapian_correlation.bin insn 3.43877170659e-07 0.259434078934 0.948678042346 0.0 1.14643538621e-09
../server_characterization_data/xapian/xapian_correlation.bin LLCO -0.0821301479721 1.80277802691 -0.0643251648516 1.20754935797e-10 0.012742797194
../server_characterization_data/xapian/xapian_correlation.bin MBW -0.0821301479721 1.80277802691 -0.0643251648516 1.20754935797e-10 0.012742797194
../server_characterization_data/xapian/xapian_decision_tree.bin insn 2.99923935648e-07 0.0484700641105 0.973068478894 0.0 7.10579504037e-10
../server_characterization_data/xapian/xapian_decision_tree.bin LLCO 0.250150253772 0.379855109676 0.306040462778 8.17312458278e-216 0.00778235292703
../server_characterization_data/xapian/xapian_decision_tree.bin MBW 0.250150253772 0.379855109676 0.306040462778 8.17312458278e-216 0.00778235292703
../server_characterization_data/xapian/xapian_gradient.bin insn 2.96095323504e-07 0.0458078341371 0.97273103904 0.0 7.06074361499e-10
../server_characterization_data/xapian/xapian_gradient.bin LLCO 0.228680565394 0.485098698908 0.29544716736 1.37107664944e-200 0.00739536300013
../server_characterization_data/xapian/xapian_gradient.bin MBW 0.228680565394 0.485098698908 0.29544716736 1.37107664944e-200 0.00739536300013
../server_characterization_data/xapian/xapian_kmeans.bin insn 2.62299629442e-07 -0.071150806517 0.998787055152 0.0 1.29321876272e-10
../server_characterization_data/xapian/xapian_kmeans.bin LLCO 0.0576176520296 0.638247642329 0.0547052627267 4.4013453425e-08 0.0105176583339
../server_characterization_data/xapian/xapian_kmeans.bin MBW 0.0576176520296 0.638247642329 0.0547052627267 4.4013453425e-08 0.0105176583339
../server_characterization_data/xapian/xapian_linear_regression.bin insn 3.35235862833e-07 0.156585751348 0.765786857371 0.0 2.81553394879e-09
../server_characterization_data/xapian/xapian_linear_regression.bin LLCO -0.248191307371 2.28980128716 -0.336510381496 2.87852902331e-263 0.00694599982159
../server_characterization_data/xapian/xapian_linear_regression.bin MBW -0.248191307371 2.28980128716 -0.336510381496 2.87852902331e-263 0.00694599982159
../server_characterization_data/xapian/xapian_noBatch.bin insn 2.60368967999e-07 -0.0680025613797 0.999437079852 0.0 8.74086605548e-11
../server_characterization_data/xapian/xapian_noBatch.bin LLCO -0.00204834841299 0.953170437901 -0.00834002705426 0.404330038972 0.00245620550072
../server_characterization_data/xapian/xapian_noBatch.bin MBW -0.00204834841299 0.953170437901 -0.00834002705426 0.404330038972 0.00245620550072
../server_characterization_data/xapian/xapian_svm.bin insn 3.46286178929e-07 0.126307055847 0.765286537724 0.0 2.91293720736e-09
../server_characterization_data/xapian/xapian_svm.bin LLCO -0.283858760664 2.35540132374 -0.355515796472 9.85820623553e-296 0.00746354685934
../server_characterization_data/xapian/xapian_svm.bin MBW -0.283858760664 2.35540132374 -0.355515796472 9.85820623553e-296 0.00746354685934
